eligibility_base,row_label,base_fee,phase1_A,phase1_B,phase1_C,phase1_D,phase2_A,phase2_B,phase2_C,phase2_D,phase3_A,phase3_B,phase3_C,phase3_D,phase4_A,phase4_B,phase4_C,phase4_D,phase5_A,phase5_B,phase5_C,phase5_D
After Graduation,M.Sc. (Agri.) Agronomy,120000.0,60000.0,72000.0,84000.0,96000.0,60000.0,72000.0,84000.0,96000.0,66000.0,78000.0,90000.0,102000.0,90000.0,96000.0,102000.0,108000.0,90000.0,96000.0,102000.0,108000.0
After Graduation,M.Sc. (Agri.) Soil Science,120000.0,60000.0,72000.0,84000.0,96000.0,60000.0,72000.0,84000.0,96000.0,66000.0,78000.0,90000.0,102000.0,90000.0,96000.0,102000.0,108000.0,90000.0,96000.0,102000.0,108000.0
After Graduation,M.Sc. (Agri.) Genetics and Plant Breeding,120000.0,60000.0,72000.0,84000.0,96000.0,60000.0,72000.0,84000.0,96000.0,66000.0,78000.0,90000.0,102000.0,90000.0,96000.0,102000.0,108000.0,90000.0,96000.0,102000.0,108000.0
After Graduation,M.Sc. (Agri.) Entomology,120000.0,60000.0,72000.0,84000.0,96000.0,60000.0,72000.0,84000.0,96000.0,66000.0,78000.0,90000.0,102000.0,90000.0,96000.0,102000.0,108000.0,90000.0,96000.0,102000.0,108000.0
After Graduation,M.Sc. (Agri.) Plant Pathology,120000.0,60000.0,72000.0,84000.0,96000.0,60000.0,72000.0,84000.0,96000.0,66000.0,78000.0,90000.0,102000.0,90000.0,96000.0,102000.0,108000.0,90000.0,96000.0,102000.0,108000.0
After Graduation,M.Sc. (Hort.) Fruit Science,120000.0,60000.0,72000.0,84000.0,96000.0,60000.0,72000.0,84000.0,96000.0,66000.0,78000.0,90000.0,102000.0,90000.0,96000.0,102000.0,108000.0,90000.0,96000.0,102000.0,108000.0
After Graduation,M.Sc. (Hort.) Vegetable Science,120000.0,60000.0,72000.0,84000.0,96000.0,60000.0,72000.0,84000.0,96000.0,66000.0,78000.0,90000.0,102000.0,90000.0,96000.0,102000.0,108000.0,90000.0,96000.0,102000.0,108000.0
After Graduation,M.Sc. (Hort.) Floriculture and Landscaping,120000.0,60000.0,72000.0,84000.0,96000.0,60000.0,72000.0,84000.0,96000.0,66000.0,78000.0,90000.0,102000.0,90000.0,96000.0,102000.0,108000.0,90000.0,96000.0,102000.0,108000.0
After Graduation,M.Sc. (Food  Science and Technology),80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
After Graduation,Masters of Nutrition and Dietetics,80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
After Graduation,M.Sc. (Hons.) Biotechnology,80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
After Graduation,M.Sc. (Hons.) Microbiology,80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
After Graduation,M.Sc. (Forensic Science),80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
After Graduation,M.Sc. (Digital Forensics and Cyber Security),80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
After Graduation,"M.Sc. (Hons.) Zoology/ 
M.Sc. (Zoology)",50000.0,20000.0,25000.0,30000.0,35000.0,20000.0,25000.0,30000.0,35000.0,22499.999999999996,27500.000000000004,32500.0,37500.0,25000.0,30000.0,35000.0,40000.0,27500.0,32500.0,37500.0,42500.0
After Graduation,M.Sc. (Hons.) Physics,50000.0,20000.0,25000.0,30000.0,35000.0,20000.0,25000.0,30000.0,35000.0,22499.999999999996,27500.000000000004,32500.0,37500.0,25000.0,30000.0,35000.0,40000.0,27500.0,32500.0,37500.0,42500.0
After Graduation,M.Sc.(Hons.) Chemistry,50000.0,20000.0,25000.0,30000.0,35000.0,20000.0,25000.0,30000.0,35000.0,22499.999999999996,27500.000000000004,32500.0,37500.0,25000.0,30000.0,35000.0,40000.0,27500.0,32500.0,37500.0,42500.0
After Graduation,M.Sc. (Mathematics),50000.0,20000.0,25000.0,30000.0,35000.0,20000.0,25000.0,30000.0,35000.0,22499.999999999996,27500.000000000004,32500.0,37500.0,25000.0,30000.0,35000.0,40000.0,27500.0,32500.0,37500.0,42500.0
After Graduation,M.A. (Mathematics),50000.0,20000.0,25000.0,30000.0,35000.0,20000.0,25000.0,30000.0,35000.0,22499.999999999996,27500.000000000004,32500.0,37500.0,25000.0,30000.0,35000.0,40000.0,27500.0,32500.0,37500.0,42500.0
After Graduation,M.Sc. (Statistics and Data Analytics),50000.0,20000.0,25000.0,30000.0,35000.0,20000.0,25000.0,30000.0,35000.0,22499.999999999996,27500.000000000004,32500.0,37500.0,25000.0,30000.0,35000.0,40000.0,27500.0,32500.0,37500.0,42500.0
After Graduation,M.Pharm. (Pharmaceutics),120000.0,60000.0,72000.0,84000.0,96000.0,60000.0,72000.0,84000.0,96000.0,66000.0,78000.0,90000.0,102000.0,90000.0,96000.0,102000.0,108000.0,90000.0,96000.0,102000.0,108000.0
After Graduation,M.Pharm. (Pharmacology),120000.0,60000.0,72000.0,84000.0,96000.0,60000.0,72000.0,84000.0,96000.0,66000.0,78000.0,90000.0,102000.0,90000.0,96000.0,102000.0,108000.0,90000.0,96000.0,102000.0,108000.0
After Graduation,M.Pharm. (Pharmaceutical Analysis),120000.0,60000.0,72000.0,84000.0,96000.0,60000.0,72000.0,84000.0,96000.0,66000.0,78000.0,90000.0,102000.0,90000.0,96000.0,102000.0,108000.0,90000.0,96000.0,102000.0,108000.0
After Graduation,M.Pharm. (Pharmaceutical Chemistry),120000.0,60000.0,72000.0,84000.0,96000.0,60000.0,72000.0,84000.0,96000.0,66000.0,78000.0,90000.0,102000.0,90000.0,96000.0,102000.0,108000.0,90000.0,96000.0,102000.0,108000.0
After Graduation,M.Pharm. (Pharmacy Practice),120000.0,60000.0,72000.0,84000.0,96000.0,60000.0,72000.0,84000.0,96000.0,66000.0,78000.0,90000.0,102000.0,90000.0,96000.0,102000.0,108000.0,90000.0,96000.0,102000.0,108000.0
After Graduation,Pharm.D (PB),160000.0,104000.0,112000.0,120000.0,128000.0,104000.0,112000.0,120000.0,128000.0,104000.0,112000.0,120000.0,128000.0,104000.0,112000.0,120000.0,128000.0,104000.0,112000.0,120000.0,128000.0
After Graduation,M.PT,80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
After Graduation,Master of Medical Laboratory Science (Medical Microbiology),80000.0,40000.0,48000.0,56000.0,64000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0,48000.0,56000.0,64000.0,72000.0,52000.0,60000.0,68000.0,72000.0
After Graduation,M.Sc. (Clinical Embryology),220000.0,88000.0,110000.0,132000.0,154000.0,88000.0,110000.0,132000.0,154000.0,98999.99999999999,121000.00000000001,143000.0,165000.0,110000.0,132000.0,154000.0,176000.0,121000.0,143000.0,165000.0,187000.0
