official_code,eligibility_base,base_fee,phase1_A,phase1_B,phase1_C,phase1_D,phase2_A,phase2_B,phase2_C,phase2_D,phase3_A,phase3_B,phase3_C,phase3_D,phase4_A,phase4_B,phase4_C,phase4_D,phase5_A,phase5_B,phase5_C,phase5_D
P105,After 10th,30000.0,30000.0,,,,30000.0,,,,30000.0,,,,30000.0,,,,30000.0,,,
P102,After 10th,30000.0,30000.0,,,,30000.0,,,,30000.0,,,,30000.0,,,,30000.0,,,
P102-NNP,After 10th,30000.0,30000.0,,,,30000.0,,,,30000.0,,,,30000.0,,,,30000.0,,,
P108,After 10th,30000.0,30000.0,,,,30000.0,,,,30000.0,,,,30000.0,,,,30000.0,,,
P109,After 10th,30000.0,30000.0,,,,30000.0,,,,30000.0,,,,30000.0,,,,30000.0,,,
P107,After 10th,30000.0,30000.0,,,,30000.0,,,,30000.0,,,,30000.0,,,,30000.0,,,
P106,After 10th,30000.0,30000.0,,,,30000.0,,,,30000.0,,,,30000.0,,,,30000.0,,,
P301,After 10th,50000.0,20000.0,25000.0,30000.0,35000.0,20000.0,25000.0,30000.0,35000.0,22499.999999999996,27500.000000000004,32500.0,37500.0,25000.0,30000.0,35000.0,40000.0,27500.0,32500.0,37500.0,42500.0
P701,After 10th,30000.0,30000.0,,,,30000.0,,,,30000.0,,,,30000.0,,,,30000.0,,,
P501,After 10th,50000.0,20000.0,25000.0,30000.0,35000.0,20000.0,25000.0,30000.0,35000.0,22499.999999999996,27500.000000000004,32500.0,37500.0,25000.0,30000.0,35000.0,40000.0,27500.0,32500.0,37500.0,42500.0
P135,After 10+2,140000.0,56000.0,70000.0,84000.0,98000.0,56000.0,77000.0,91000.0,105000.0,63000.0,84000.0,98000.0,112000.0,70000.0,91000.0,105000.0,119000.0,77000.0,98000.0,112000.0,126000.0
P135-Y,After 10+2,140000.0,56000.0,70000.0,84000.0,98000.0,56000.0,77000.0,91000.0,105000.0,63000.0,84000.0,98000.0,112000.0,70000.0,91000.0,105000.0,119000.0,77000.0,98000.0,112000.0,126000.0
P135-NNB,After 10+2,180000.0,72000.0,90000.0,108000.0,125999.99999999999,72000.0,99000.0,117000.0,135000.0,81000.0,108000.0,126000.0,144000.0,90000.0,117000.0,135000.0,153000.0,99000.0,126000.0,144000.0,162000.0
P135-NN9,After 10+2,180000.0,72000.0,90000.0,108000.0,125999.99999999999,72000.0,99000.0,117000.0,135000.0,81000.0,108000.0,126000.0,144000.0,90000.0,117000.0,135000.0,153000.0,99000.0,126000.0,144000.0,162000.0
P132,After 10+2,160000.0,64000.0,80000.0,96000.0,112000.0,64000.0,88000.0,104000.0,120000.0,72000.0,96000.0,112000.0,128000.0,80000.0,104000.0,120000.0,136000.0,88000.0,112000.0,128000.0,144000.0
P132-Y,After 10+2,160000.0,64000.0,80000.0,96000.0,112000.0,64000.0,88000.0,104000.0,120000.0,72000.0,96000.0,112000.0,128000.0,80000.0,104000.0,120000.0,136000.0,88000.0,112000.0,128000.0,144000.0
P132-NNM,After 10+2,180000.0,72000.0,90000.0,108000.0,125999.99999999999,72000.0,99000.0,117000.0,135000.0,81000.0,108000.0,126000.0,144000.0,90000.0,117000.0,135000.0,153000.0,99000.0,126000.0,144000.0,162000.0
P132-NNK,After 10+2,200000.0,150000.0,160000.0,170000.0,180000.0,150000.0,160000.0,170000.0,180000.0,150000.0,160000.0,170000.0,180000.0,150000.0,160000.0,170000.0,180000.0,150000.0,160000.0,170000.0,180000.0
P132-NNL,After 10+2,200000.0,150000.0,160000.0,170000.0,180000.0,150000.0,160000.0,170000.0,180000.0,150000.0,160000.0,170000.0,180000.0,150000.0,160000.0,170000.0,180000.0,150000.0,160000.0,170000.0,180000.0
P132-NNAA,After 10+2,180000.0,72000.0,90000.0,108000.0,125999.99999999999,72000.0,99000.0,117000.0,135000.0,81000.0,108000.0,126000.0,144000.0,90000.0,117000.0,135000.0,153000.0,99000.0,126000.0,144000.0,162000.0
P132-NNAH,After 10+2,180000.0,72000.0,90000.0,108000.0,125999.99999999999,72000.0,99000.0,117000.0,135000.0,81000.0,108000.0,126000.0,144000.0,90000.0,117000.0,135000.0,153000.0,99000.0,126000.0,144000.0,162000.0
P132-NNAB,After 10+2,180000.0,72000.0,90000.0,108000.0,125999.99999999999,72000.0,99000.0,117000.0,135000.0,81000.0,108000.0,126000.0,144000.0,90000.0,117000.0,135000.0,153000.0,99000.0,126000.0,144000.0,162000.0
P132-NNAK,After 10+2,200000.0,80000.0,100000.0,120000.0,140000.0,80000.0,110000.0,130000.0,150000.0,90000.0,120000.0,140000.0,160000.0,100000.0,130000.0,150000.0,170000.0,110000.0,140000.0,160000.0,180000.0
P132-NNS,After 10+2,200000.0,130000.0,140000.0,150000.0,160000.0,130000.0,140000.0,150000.0,160000.0,130000.0,140000.0,150000.0,160000.0,130000.0,140000.0,150000.0,160000.0,130000.0,140000.0,150000.0,160000.0
P132-NNT,After 10+2,180000.0,72000.0,90000.0,108000.0,125999.99999999999,72000.0,99000.0,117000.0,135000.0,81000.0,108000.0,126000.0,144000.0,90000.0,117000.0,135000.0,153000.0,99000.0,126000.0,144000.0,162000.0
P132-NNAJ,After 10+2,200000.0,80000.0,100000.0,120000.0,140000.0,80000.0,110000.0,130000.0,150000.0,90000.0,120000.0,140000.0,160000.0,100000.0,130000.0,150000.0,170000.0,110000.0,140000.0,160000.0,180000.0
P132-NNAG,After 10+2,450000.0,292500.0,315000.0,337500.0,360000.0,292500.0,315000.0,337500.0,360000.0,292500.0,315000.0,337500.0,360000.0,292500.0,315000.0,337500.0,360000.0,292500.0,315000.0,337500.0,360000.0
P132-HNF,After 10+2,200000.0,130000.0,140000.0,150000.0,160000.0,130000.0,140000.0,150000.0,160000.0,130000.0,140000.0,150000.0,160000.0,130000.0,140000.0,150000.0,160000.0,130000.0,140000.0,150000.0,160000.0
P132-HNG,After 10+2,200000.0,130000.0,140000.0,150000.0,160000.0,130000.0,140000.0,150000.0,160000.0,130000.0,140000.0,150000.0,160000.0,130000.0,140000.0,150000.0,160000.0,130000.0,140000.0,150000.0,160000.0
P192-NE,After 10+2,160000.0,64000.0,80000.0,96000.0,112000.0,64000.0,88000.0,104000.0,120000.0,72000.0,96000.0,112000.0,128000.0,80000.0,104000.0,120000.0,136000.0,88000.0,112000.0,128000.0,144000.0
P133,After 10+2,160000.0,64000.0,80000.0,96000.0,112000.0,64000.0,88000.0,104000.0,120000.0,72000.0,96000.0,112000.0,128000.0,80000.0,104000.0,120000.0,136000.0,88000.0,112000.0,128000.0,144000.0
P138,After 10+2,140000.0,56000.0,70000.0,84000.0,98000.0,56000.0,77000.0,91000.0,105000.0,63000.0,84000.0,98000.0,112000.0,70000.0,91000.0,105000.0,119000.0,77000.0,98000.0,112000.0,126000.0
P138-Y,After 10+2,140000.0,56000.0,70000.0,84000.0,98000.0,56000.0,77000.0,91000.0,105000.0,63000.0,84000.0,98000.0,112000.0,70000.0,91000.0,105000.0,119000.0,77000.0,98000.0,112000.0,126000.0
P138-NN1,After 10+2,140000.0,56000.0,70000.0,84000.0,98000.0,56000.0,77000.0,91000.0,105000.0,63000.0,84000.0,98000.0,112000.0,70000.0,91000.0,105000.0,119000.0,77000.0,98000.0,112000.0,126000.0
P138-YN1,After 10+2,140000.0,56000.0,70000.0,84000.0,98000.0,56000.0,77000.0,91000.0,105000.0,63000.0,84000.0,98000.0,112000.0,70000.0,91000.0,105000.0,119000.0,77000.0,98000.0,112000.0,126000.0
P138-NNB,After 10+2,180000.0,72000.0,90000.0,108000.0,125999.99999999999,72000.0,99000.0,117000.0,135000.0,81000.0,108000.0,126000.0,144000.0,90000.0,117000.0,135000.0,153000.0,99000.0,126000.0,144000.0,162000.0
P13E,After 10+2,140000.0,56000.0,70000.0,84000.0,98000.0,56000.0,77000.0,91000.0,105000.0,63000.0,84000.0,98000.0,112000.0,70000.0,91000.0,105000.0,119000.0,77000.0,98000.0,112000.0,126000.0
P137,After 10+2,180000.0,72000.0,90000.0,108000.0,125999.99999999999,72000.0,99000.0,117000.0,135000.0,81000.0,108000.0,126000.0,144000.0,90000.0,117000.0,135000.0,153000.0,99000.0,126000.0,144000.0,162000.0
P137-Y,After 10+2,140000.0,56000.0,70000.0,84000.0,98000.0,56000.0,77000.0,91000.0,105000.0,63000.0,84000.0,98000.0,112000.0,70000.0,91000.0,105000.0,119000.0,77000.0,98000.0,112000.0,126000.0
P137-NN3,After 10+2,180000.0,72000.0,90000.0,108000.0,125999.99999999999,72000.0,99000.0,117000.0,135000.0,81000.0,108000.0,126000.0,144000.0,90000.0,117000.0,135000.0,153000.0,99000.0,126000.0,144000.0,162000.0
P136,After 10+2,140000.0,56000.0,70000.0,84000.0,98000.0,56000.0,77000.0,91000.0,105000.0,63000.0,84000.0,98000.0,112000.0,70000.0,91000.0,105000.0,119000.0,77000.0,98000.0,112000.0,126000.0
P13A,After 10+2,140000.0,56000.0,70000.0,84000.0,98000.0,56000.0,77000.0,91000.0,105000.0,63000.0,84000.0,98000.0,112000.0,70000.0,91000.0,105000.0,119000.0,77000.0,98000.0,112000.0,126000.0
P13AF,After 10+2,180000.0,72000.0,90000.0,108000.0,125999.99999999999,72000.0,99000.0,117000.0,135000.0,81000.0,108000.0,126000.0,144000.0,90000.0,117000.0,135000.0,153000.0,99000.0,126000.0,144000.0,162000.0
P131,After 10+2,140000.0,56000.0,70000.0,84000.0,98000.0,56000.0,77000.0,91000.0,105000.0,63000.0,84000.0,98000.0,112000.0,70000.0,91000.0,105000.0,119000.0,77000.0,98000.0,112000.0,126000.0
P131-Y,After 10+2,140000.0,56000.0,70000.0,84000.0,98000.0,56000.0,77000.0,91000.0,105000.0,63000.0,84000.0,98000.0,112000.0,70000.0,91000.0,105000.0,119000.0,77000.0,98000.0,112000.0,126000.0
P131-NN4,After 10+2,200000.0,150000.0,160000.0,170000.0,180000.0,150000.0,160000.0,170000.0,180000.0,150000.0,160000.0,170000.0,180000.0,150000.0,160000.0,170000.0,180000.0,150000.0,160000.0,170000.0,180000.0
P13Q,After 10+2,140000.0,56000.0,70000.0,84000.0,98000.0,56000.0,77000.0,91000.0,105000.0,63000.0,84000.0,98000.0,112000.0,70000.0,91000.0,105000.0,119000.0,77000.0,98000.0,112000.0,126000.0
P13O,After 10+2,140000.0,56000.0,70000.0,84000.0,98000.0,56000.0,77000.0,91000.0,105000.0,63000.0,84000.0,98000.0,112000.0,70000.0,91000.0,105000.0,119000.0,77000.0,98000.0,112000.0,126000.0
P139,After 10+2,140000.0,56000.0,70000.0,84000.0,98000.0,56000.0,77000.0,91000.0,105000.0,63000.0,84000.0,98000.0,112000.0,70000.0,91000.0,105000.0,119000.0,77000.0,98000.0,112000.0,126000.0
P139-Y,After 10+2,140000.0,56000.0,70000.0,84000.0,98000.0,56000.0,77000.0,91000.0,105000.0,63000.0,84000.0,98000.0,112000.0,70000.0,91000.0,105000.0,119000.0,77000.0,98000.0,112000.0,126000.0
P13C,After 10+2,140000.0,56000.0,70000.0,84000.0,98000.0,56000.0,77000.0,91000.0,105000.0,63000.0,84000.0,98000.0,112000.0,70000.0,91000.0,105000.0,119000.0,77000.0,98000.0,112000.0,126000.0
P124,After 10+2,80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,44000.0,52000.0,60000.0,36000.0,48000.0,56000.0,64000.0,40000.0,52000.0,60000.0,68000.0,44000.0,56000.0,64000.0,72000.0
P124-NN9,After 10+2,120000.0,78000.0,84000.0,90000.0,96000.0,78000.0,84000.0,90000.0,96000.0,78000.0,84000.0,90000.0,96000.0,78000.0,84000.0,90000.0,96000.0,78000.0,84000.0,90000.0,96000.0
P124-NN8,After 10+2,80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,44000.0,52000.0,60000.0,36000.0,48000.0,56000.0,64000.0,40000.0,52000.0,60000.0,68000.0,44000.0,56000.0,64000.0,72000.0
P124-NN7,After 10+2,120000.0,78000.0,84000.0,90000.0,96000.0,78000.0,84000.0,90000.0,96000.0,78000.0,84000.0,90000.0,96000.0,78000.0,84000.0,90000.0,96000.0,78000.0,84000.0,90000.0,96000.0
P124-NNA,After 10+2,100000.0,40000.0,50000.0,60000.0,70000.0,40000.0,55000.0,65000.0,75000.0,45000.0,60000.0,70000.0,80000.0,50000.0,65000.0,75000.0,85000.0,55000.0,70000.0,80000.0,90000.0
P124-NNC,After 10+2,100000.0,40000.0,50000.0,60000.0,70000.0,40000.0,55000.0,65000.0,75000.0,45000.0,60000.0,70000.0,80000.0,50000.0,65000.0,75000.0,85000.0,55000.0,70000.0,80000.0,90000.0
P22A-NN9,After 10+2,120000.0,78000.0,84000.0,90000.0,96000.0,78000.0,84000.0,90000.0,96000.0,78000.0,84000.0,90000.0,96000.0,78000.0,84000.0,90000.0,96000.0,78000.0,84000.0,90000.0,96000.0
P123,After 10+2,80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,44000.0,52000.0,60000.0,36000.0,48000.0,56000.0,64000.0,40000.0,52000.0,60000.0,68000.0,44000.0,56000.0,64000.0,72000.0
P123-Y,After 10+2,80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,44000.0,52000.0,60000.0,36000.0,48000.0,56000.0,64000.0,40000.0,52000.0,60000.0,68000.0,44000.0,56000.0,64000.0,72000.0
P24B-H,After 10+2,120000.0,48000.0,60000.0,72000.0,84000.0,48000.0,60000.0,72000.0,84000.0,53999.99999999999,66000.0,78000.0,90000.0,60000.0,72000.0,84000.0,96000.0,66000.0,78000.0,90000.0,102000.0
P244-HN3,After 10+2,80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
P224,After 10+2,80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
P245-HN1,After 10+2,80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
P240-HN3,After 10+2,80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
P220,After 10+2,80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
P243-HN3,After 10+2,80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
P223,After 10+2,80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
P24G-H,After 10+2,80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
P22G,After 10+2,80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
P24A-HNB,After 10+2,50000.0,20000.0,25000.0,30000.0,35000.0,20000.0,25000.0,30000.0,35000.0,22499.999999999996,27500.000000000004,32500.0,37500.0,25000.0,30000.0,35000.0,40000.0,27500.0,32500.0,37500.0,42500.0
P22A-NN5,After 10+2,50000.0,20000.0,25000.0,30000.0,35000.0,20000.0,25000.0,30000.0,35000.0,22499.999999999996,27500.000000000004,32500.0,37500.0,25000.0,30000.0,35000.0,40000.0,27500.0,32500.0,37500.0,42500.0
P24A-HNC,After 10+2,50000.0,20000.0,25000.0,30000.0,35000.0,20000.0,25000.0,30000.0,35000.0,22499.999999999996,27500.000000000004,32500.0,37500.0,25000.0,30000.0,35000.0,40000.0,27500.0,32500.0,37500.0,42500.0
P22A-NN7,After 10+2,50000.0,20000.0,25000.0,30000.0,35000.0,20000.0,25000.0,30000.0,35000.0,22499.999999999996,27500.000000000004,32500.0,37500.0,25000.0,30000.0,35000.0,40000.0,27500.0,32500.0,37500.0,42500.0
P24A-HND,After 10+2,50000.0,20000.0,25000.0,30000.0,35000.0,20000.0,25000.0,30000.0,35000.0,22499.999999999996,27500.000000000004,32500.0,37500.0,25000.0,30000.0,35000.0,40000.0,27500.0,32500.0,37500.0,42500.0
P22A-NN6,After 10+2,50000.0,20000.0,25000.0,30000.0,35000.0,20000.0,25000.0,30000.0,35000.0,22499.999999999996,27500.000000000004,32500.0,37500.0,25000.0,30000.0,35000.0,40000.0,27500.0,32500.0,37500.0,42500.0
P24A-HNE,After 10+2,50000.0,20000.0,25000.0,30000.0,35000.0,20000.0,25000.0,30000.0,35000.0,22499.999999999996,27500.000000000004,32500.0,37500.0,25000.0,30000.0,35000.0,40000.0,27500.0,32500.0,37500.0,42500.0
P22A-NN8,After 10+2,50000.0,20000.0,25000.0,30000.0,35000.0,20000.0,25000.0,30000.0,35000.0,22499.999999999996,27500.000000000004,32500.0,37500.0,25000.0,30000.0,35000.0,40000.0,27500.0,32500.0,37500.0,42500.0
P321,After 10+2,80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,44000.0,52000.0,60000.0,36000.0,48000.0,56000.0,64000.0,40000.0,52000.0,60000.0,68000.0,44000.0,56000.0,64000.0,72000.0
P321-Y,After 10+2,80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,44000.0,52000.0,60000.0,36000.0,48000.0,56000.0,64000.0,40000.0,52000.0,60000.0,68000.0,44000.0,56000.0,64000.0,72000.0
P340-HNAE,After 10+2,80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,44000.0,52000.0,60000.0,36000.0,48000.0,56000.0,64000.0,40000.0,52000.0,60000.0,68000.0,44000.0,56000.0,64000.0,72000.0
P340-HNAH,After 10+2,350000.0,227500.0,245000.0,262500.0,280000.0,227500.0,245000.0,262500.0,280000.0,227500.0,245000.0,262500.0,280000.0,227500.0,245000.0,262500.0,280000.0,227500.0,245000.0,262500.0,280000.0
P390-NE,After 10+2,100000.0,40000.0,50000.0,60000.0,70000.0,40000.0,55000.0,65000.0,75000.0,45000.0,60000.0,70000.0,80000.0,50000.0,65000.0,75000.0,85000.0,55000.0,70000.0,80000.0,90000.0
P320-NN6,After 10+2,100000.0,40000.0,50000.0,60000.0,70000.0,40000.0,55000.0,65000.0,75000.0,45000.0,60000.0,70000.0,80000.0,50000.0,65000.0,75000.0,85000.0,55000.0,70000.0,80000.0,90000.0
P320-NNG,After 10+2,100000.0,40000.0,50000.0,60000.0,70000.0,40000.0,55000.0,65000.0,75000.0,45000.0,60000.0,70000.0,80000.0,50000.0,65000.0,75000.0,85000.0,55000.0,70000.0,80000.0,90000.0
P320-NNB,After 10+2,100000.0,40000.0,50000.0,60000.0,70000.0,40000.0,55000.0,65000.0,75000.0,45000.0,60000.0,70000.0,80000.0,50000.0,65000.0,75000.0,85000.0,55000.0,70000.0,80000.0,90000.0
P320-NNV,After 10+2,100000.0,40000.0,50000.0,60000.0,70000.0,40000.0,55000.0,65000.0,75000.0,45000.0,60000.0,70000.0,80000.0,50000.0,65000.0,75000.0,85000.0,55000.0,70000.0,80000.0,90000.0
P320-NNX,After 10+2,100000.0,40000.0,50000.0,60000.0,70000.0,40000.0,55000.0,65000.0,75000.0,45000.0,60000.0,70000.0,80000.0,50000.0,65000.0,75000.0,85000.0,55000.0,70000.0,80000.0,90000.0
P320-NNY,After 10+2,100000.0,40000.0,50000.0,60000.0,70000.0,40000.0,55000.0,65000.0,75000.0,45000.0,60000.0,70000.0,80000.0,50000.0,65000.0,75000.0,85000.0,55000.0,70000.0,80000.0,90000.0
P320-NNZ,After 10+2,100000.0,40000.0,50000.0,60000.0,70000.0,40000.0,55000.0,65000.0,75000.0,45000.0,60000.0,70000.0,80000.0,50000.0,65000.0,75000.0,85000.0,55000.0,70000.0,80000.0,90000.0
P320-NNAA,After 10+2,100000.0,40000.0,50000.0,60000.0,70000.0,40000.0,55000.0,65000.0,75000.0,45000.0,60000.0,70000.0,80000.0,50000.0,65000.0,75000.0,85000.0,55000.0,70000.0,80000.0,90000.0
P320-NNT,After 10+2,80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,44000.0,52000.0,60000.0,36000.0,48000.0,56000.0,64000.0,40000.0,52000.0,60000.0,68000.0,44000.0,56000.0,64000.0,72000.0
P322,After 10+2,80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
P322-Y,After 10+2,80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
P342-HN9,After 10+2,80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
P322-NN2,After 10+2,100000.0,40000.0,50000.0,60000.0,70000.0,40000.0,50000.0,60000.0,70000.0,44999.99999999999,55000.00000000001,65000.0,75000.0,50000.0,60000.0,70000.0,80000.0,55000.0,65000.0,75000.0,85000.0
